nl,code
"call the method callback.rindex with an argument character '.', substitute the result for dot.",dot = callback . rindex ( '.' )
resource_string is None.,resource_string = None
"if kwargs is None,",if kwargs is None :
"if sign is contained in self.digits,",if sign in self . digits :
"call the method self.widget_attrs with an argument widget, substitute the result for extra_attrs.",extra_attrs = self . widget_attrs ( widget )
from __future__ import unicode_literals into default name space.,from __future__ import unicode_literals
"if not,",else :
"call the function import_module with an argument path, substitute it for package.",package = import_module ( path )
substitute initial_id for self.auto_id.,self . initial = initial
"call the method formats.number_format with 2 arguments: number and absolute value of p,","return mark_safe ( formats . number_format ( number , abs ( p ) ) )"
"get value under the 'database' key of the options dictionary, substitute it for db.",db = options . get ( 'database' )
"cal the method re.subn with 3 arguments: raw string '\W', string '_' and new_name.","new_name , num_repl = re . subn ( r'\W' , '_' , new_name )"
"if data_list is true,",if data_list :
"for every field, errors in self.error_dict.items method return value,","for field , errors in self . error_dict . items ( ) :"
"msg is a string ""Execution of %s failed: %s"", with '%s' replaced by self.program and errors.","msg = ""Execution of %s failed: %s"" % ( self . program , errors )"
from django.utils.functional import Promise into default name space.,from django . utils . functional import Promise
define the function conditional_content_removal with request and response as the arguments.,"def conditional_content_removal ( request , response ) :"
"call the method self.__dict__.copy, substitute the result for state.",state = self . __dict__ . copy ( )
value is boolean True.,value = True
"get the value under the 'list' key of options dictionary, if key doesnt exist return False, if the return value is True,","if options . get ( ""list"" , False ) :"
EndToken is an instance of EndToken class.,EndToken = EndToken ( )
"if server is an instance of six.string_types,","if isinstance ( server , six . string_types ) :"
"otherwise if self.fixture_object_count equals self.loaded_object_count,",elif self . fixture_object_count == self . loaded_object_count :
"call the function warnings.warn with 2 arguments: string ""Custom SQL location '<app_label>/models/sql' is deprecated, use '<app_label>/sql' instead."" and RemovedInDjango19Warning.","warnings . warn ( ""Custom SQL location '<app_label>/models/sql' is "" ""deprecated, use '<app_label>/sql' instead."" , RemovedInDjango19Warning )"
"from django.core.cache.backends.base import InvalidCacheBackendError, CacheKeyWarning and BaseCache into default name space.","from django . core . cache . backends . base import ( InvalidCacheBackendError , CacheKeyWarning , BaseCache )"
"if data is true, substitute it for data, otherwise data is an empty list.",data = data or [ ]
"call the function re.compile with 2 arguments: raw string '<.*?>|((?:\w[-\w]*|&.*?;)+)' and bitwise OR performed with 2 operands,","re_words = re . compile ( r'<.*?>|((?:\w[-\w]*|&.*?;)+)' , re . U | re . S )"
"if file path absolute_path exists,",if path . exists ( absolute_path ) :
define the method as_tuple with 2 arguments: self and value.,"def as_tuple ( self , value ) :"
"if self.stream is not None,",if self . stream is not None :
"call the method tarfile.open with an argument file, substitute the result for self._archive.",self . _archive = tarfile . open ( file )
return nothing.,return
"if not,",else :
skip this loop iteration.,continue
"convert value into a string, take character at the negative arg index, convert it into an integer, return it.",return int ( str ( value ) [ - arg ] )
import bz2.,import bz2
return attachment.,return attachment
"call the ops.quote_name method with argument self._table on the object under the db key of connections dictionary, substitute the result for table.",table = connections [ db ] . ops . quote_name ( self . _table )
"if 'locale' is a directory,",if os . path . isdir ( 'locale' ) :
convert self into a string and return it.,return str ( self )
yield item.,yield item
"call the self.set method with key, new_value and version set to version as arguments.","self . set ( key , new_value , version = version )"
"calculate length of provided and increment it by one, substitute the result for plen.",plen = len ( provided ) + 1
define the method __repr__ with an argument self.,def __repr__ ( self ) :
"call the function allow_lazy with an argument chars, substitute the result for chars.",chars = allow_lazy ( chars )
file is an instance of BytesIO class created with an argument: value under the 'content' key of the data dictionary.,file = BytesIO ( data [ 'content' ] )
call the method filename.encode with an argument string 'ascii',filename . encode ( 'ascii' )
"from django.utils.six.moves.urllib.parse import quote, quote_plus, unquote, unquote_plus, urlparse, urlencode as original_urlencode.","from django . utils . six . moves . urllib . parse import ( quote , quote_plus , unquote , unquote_plus , urlparse , urlencode as original_urlencode )"
call the function,"kwarg = token_kwargs ( [ bit ] , parser )"
return duplicate.,return duplicate
"call the function self._key_to_file with key and version as arguments, use the result as an argument for the call to the self._delete method.","self . _delete ( self . _key_to_file ( key , version ) )"
"call the method f.value_from_object with an argument instance, substitute the result for value under the f.name key of the data dictionary.",data [ f . name ] = f . value_from_object ( instance )
substitute self.rawdata for rawdata.,rawdata = self . rawdata
derive the class BadSerializer from the object base class.,class BadSerializer ( object ) :
"if value is not contained in result,",if value is not result :
call the method self.empty_block_tag with an argument token.,self . empty_block_tag ( token )
"call the method handler.addQuickElement with 2 arguments: string 'updated' and result of the function rfc3339_date,","handler . addQuickElement ( ""updated"" , rfc3339_date ( self . latest_post_date ( ) ) )"
"call the method Field.validate with 2 arguments: self and value, return the result.","return Field . validate ( self , value )"
"for every value in result of the method self.prepare_value called with an argument initial. data_set is set created out of return values of the function force_text called with an argument value,",data_set = set ( force_text ( value ) for value in data )
"if nor,",else :
"define the method save_existing with 4 arguments: self, form, instance and commit set to boolean True.","def save_existing ( self , form , instance , commit = True ) :"
import module smtplib.,import smtplib
define the function get_mod_func with an argument callback.,def get_mod_func ( callback ) :
"try,",try :
"define the method handle_template with 3 arguments: self, template and subdir.","def handle_template ( self , template , subdir ) :"
"raise an ValidationError with 3 arguments: dictionary self.error_messages value under the key 'invalid_pk_value',","raise ValidationError ( self . error_messages [ 'invalid_pk_value' ] , code = 'invalid_pk_value' , params = { 'pk' : pk } , )"
